date_time,wind_speed_BKK,wind_dir_BKK,wind_speed_Chiangmai,wind_dir_Chiangmai,wind_speed_Khonkaen,wind_dir_Khonkaen,wind_speed_Rayong,wind_dir_Rayong,wind_speed_Saraburi,wind_dir_Saraburi,wind_speed_Surat,wind_dir_Surat
2018-02-12 00:00:00,27.0,73.0,15.0,145.0,10.0,82.0,28.0,68.0,17.0,92.0,31.0,80.0
2018-02-12 06:00:00,30.0,83.0,17.0,152.0,14.0,65.0,34.0,72.0,15.0,100.0,35.0,77.0
2018-02-12 12:00:00,27.0,83.0,15.0,148.0,27.0,78.0,28.0,70.0,19.0,85.0,29.0,80.0
2018-02-12 18:00:00,23.0,70.0,12.0,143.0,25.0,67.0,30.0,53.0,28.0,83.0,34.0,90.0
2018-02-13 00:00:00,17.0,70.0,20.0,152.0,20.0,43.0,30.0,67.0,23.0,67.0,48.0,78.0
2018-02-13 06:00:00,9.0,38.0,13.0,185.0,18.0,50.0,19.0,47.0,18.0,83.0,47.0,77.0
2018-02-13 12:00:00,13.0,50.0,7.0,188.0,16.0,52.0,16.0,52.0,13.0,65.0,31.0,87.0
2018-02-13 18:00:00,15.0,62.0,7.0,198.0,11.0,42.0,22.0,50.0,16.0,82.0,24.0,83.0
2018-02-14 00:00:00,10.0,90.0,15.0,210.0,14.0,330.0,18.0,90.0,12.0,75.0,19.0,73.0
2018-02-14 06:00:00,14.0,67.0,16.0,228.0,16.0,333.0,12.0,97.0,12.0,52.0,21.0,75.0
2018-02-14 12:00:00,13.0,43.0,9.0,257.0,15.0,322.0,10.0,38.0,10.0,40.0,18.0,90.0
2018-02-14 18:00:00,10.0,28.0,10.0,258.0,15.0,308.0,20.0,37.0,8.0,43.0,7.0,60.0
2018-02-15 00:00:00,9.0,80.0,13.0,252.0,16.0,297.0,10.0,52.0,3.0,22.0,12.0,23.0
2018-02-15 06:00:00,10.0,0.0,13.0,253.0,11.0,320.0,10.0,22.0,13.0,335.0,10.0,27.0
2018-02-15 12:00:00,11.0,7.0,11.0,245.0,7.0,310.0,14.0,35.0,6.0,343.0,13.0,10.0
2018-02-15 18:00:00,8.0,335.0,14.0,285.0,5.0,287.0,12.0,47.0,4.0,318.0,16.0,320.0
2018-02-16 00:00:00,9.0,343.0,16.0,302.0,5.0,172.0,8.0,8.0,8.0,340.0,11.0,338.0
2018-02-16 06:00:00,3.0,92.0,11.0,305.0,6.0,217.0,8.0,57.0,2.0,43.0,12.0,348.0
2018-02-16 12:00:00,8.0,87.0,2.0,213.0,3.0,210.0,13.0,78.0,6.0,118.0,7.0,22.0
2018-02-16 18:00:00,7.0,70.0,6.0,182.0,3.0,152.0,16.0,73.0,2.0,187.0,8.0,322.0
2018-02-17 00:00:00,10.0,103.0,10.0,217.0,10.0,153.0,14.0,77.0,7.0,58.0,12.0,18.0
2018-02-17 06:00:00,9.0,138.0,14.0,207.0,13.0,225.0,11.0,95.0,5.0,165.0,15.0,38.0
2018-02-17 12:00:00,12.0,142.0,16.0,203.0,7.0,190.0,18.0,103.0,9.0,177.0,10.0,78.0
2018-02-17 18:00:00,12.0,137.0,16.0,207.0,13.0,157.0,20.0,102.0,12.0,180.0,3.0,137.0
2018-02-18 00:00:00,17.0,125.0,21.0,202.0,21.0,173.0,17.0,107.0,13.0,162.0,7.0,137.0
2018-02-18 06:00:00,18.0,137.0,27.0,205.0,24.0,193.0,19.0,118.0,18.0,150.0,13.0,90.0
2018-02-18 12:00:00,21.0,133.0,19.0,205.0,18.0,195.0,22.0,113.0,17.0,157.0,15.0,98.0
2018-02-18 18:00:00,13.0,102.0,15.0,212.0,10.0,182.0,22.0,83.0,8.0,160.0,4.0,107.0
2018-02-19 00:00:00,17.0,90.0,18.0,208.0,10.0,195.0,29.0,75.0,8.0,53.0,22.0,83.0
2018-02-19 06:00:00,25.0,93.0,19.0,207.0,12.0,113.0,29.0,87.0,16.0,80.0,35.0,97.0
2018-02-19 12:00:00,21.0,108.0,16.0,200.0,14.0,115.0,24.0,112.0,14.0,93.0,32.0,100.0
2018-02-19 18:00:00,11.0,125.0,15.0,213.0,8.0,153.0,16.0,100.0,3.0,125.0,34.0,88.0
2018-02-20 00:00:00,14.0,102.0,12.0,220.0,10.0,150.0,23.0,92.0,11.0,95.0,32.0,90.0
2018-02-20 06:00:00,18.0,107.0,12.0,223.0,9.0,168.0,23.0,107.0,15.0,122.0,42.0,95.0
2018-02-20 12:00:00,17.0,123.0,9.0,227.0,4.0,100.0,23.0,110.0,11.0,133.0,32.0,98.0
2018-02-20 18:00:00,13.0,108.0,7.0,240.0,5.0,115.0,20.0,100.0,4.0,122.0,26.0,113.0
2018-02-21 00:00:00,13.0,105.0,7.0,223.0,10.0,150.0,24.0,92.0,7.0,87.0,25.0,103.0
2018-02-21 06:00:00,9.0,123.0,9.0,220.0,3.0,155.0,18.0,110.0,6.0,163.0,32.0,97.0
2018-02-21 12:00:00,7.0,115.0,9.0,245.0,6.0,208.0,17.0,118.0,5.0,157.0,27.0,98.0
2018-02-21 18:00:00,10.0,140.0,13.0,242.0,15.0,213.0,19.0,108.0,10.0,187.0,13.0,112.0
2018-02-22 00:00:00,12.0,150.0,18.0,258.0,16.0,232.0,21.0,103.0,8.0,202.0,19.0,93.0
2018-02-22 06:00:00,14.0,120.0,13.0,258.0,13.0,222.0,23.0,100.0,10.0,157.0,24.0,92.0
2018-02-22 12:00:00,18.0,113.0,13.0,232.0,10.0,185.0,21.0,103.0,13.0,132.0,21.0,103.0
2018-02-22 18:00:00,14.0,115.0,16.0,217.0,13.0,148.0,19.0,98.0,9.0,143.0,9.0,103.0
2018-02-23 00:00:00,16.0,102.0,17.0,218.0,12.0,132.0,28.0,87.0,13.0,110.0,16.0,98.0
2018-02-23 06:00:00,11.0,100.0,13.0,235.0,20.0,110.0,20.0,97.0,9.0,145.0,24.0,105.0
2018-02-23 12:00:00,11.0,90.0,13.0,212.0,19.0,113.0,14.0,88.0,8.0,105.0,27.0,113.0
2018-02-23 18:00:00,9.0,75.0,19.0,190.0,12.0,122.0,11.0,88.0,12.0,90.0,25.0,97.0
2018-02-24 00:00:00,12.0,62.0,19.0,210.0,9.0,200.0,17.0,87.0,17.0,118.0,35.0,97.0
2018-02-24 06:00:00,23.0,118.0,13.0,227.0,9.0,190.0,25.0,110.0,23.0,145.0,47.0,95.0
2018-02-24 12:00:00,16.0,123.0,9.0,247.0,4.0,203.0,15.0,123.0,13.0,133.0,43.0,97.0
2018-02-24 18:00:00,12.0,92.0,8.0,248.0,3.0,2.0,18.0,87.0,9.0,118.0,36.0,102.0
2018-02-25 00:00:00,16.0,87.0,10.0,235.0,7.0,13.0,27.0,68.0,9.0,107.0,41.0,100.0
2018-02-25 06:00:00,20.0,82.0,8.0,310.0,10.0,48.0,28.0,73.0,13.0,80.0,48.0,95.0
2018-02-25 12:00:00,16.0,80.0,5.0,347.0,11.0,58.0,22.0,85.0,12.0,75.0,35.0,92.0
2018-02-25 18:00:00,11.0,62.0,4.0,93.0,11.0,68.0,25.0,65.0,15.0,67.0,37.0,92.0
2018-02-26 00:00:00,24.0,83.0,9.0,168.0,12.0,125.0,33.0,73.0,23.0,90.0,47.0,87.0
2018-02-26 06:00:00,28.0,83.0,19.0,175.0,19.0,98.0,34.0,75.0,23.0,90.0,47.0,83.0
2018-02-26 12:00:00,16.0,92.0,15.0,188.0,23.0,93.0,25.0,80.0,16.0,98.0,32.0,102.0
2018-02-26 18:00:00,13.0,65.0,13.0,187.0,16.0,87.0,23.0,75.0,13.0,87.0,27.0,98.0
2018-02-27 00:00:00,18.0,92.0,23.0,213.0,9.0,127.0,30.0,90.0,16.0,82.0,37.0,90.0
2018-02-27 06:00:00,16.0,137.0,21.0,258.0,6.0,147.0,25.0,110.0,12.0,113.0,42.0,93.0
2018-02-27 12:00:00,8.0,123.0,18.0,262.0,3.0,242.0,14.0,100.0,5.0,180.0,28.0,107.0
2018-02-27 18:00:00,1.0,187.0,15.0,263.0,7.0,330.0,11.0,58.0,6.0,208.0,22.0,107.0
2018-02-28 00:00:00,3.0,267.0,14.0,252.0,7.0,250.0,16.0,63.0,10.0,167.0,25.0,85.0
2018-02-28 06:00:00,4.0,240.0,10.0,283.0,11.0,232.0,20.0,102.0,6.0,170.0,32.0,83.0
2018-02-28 12:00:00,3.0,148.0,2.0,345.0,3.0,293.0,14.0,102.0,6.0,177.0,23.0,102.0
2018-02-28 18:00:00,2.0,250.0,3.0,125.0,3.0,187.0,9.0,77.0,5.0,185.0,12.0,97.0
2018-03-01 00:00:00,5.0,150.0,10.0,210.0,9.0,170.0,12.0,78.0,7.0,158.0,15.0,75.0
2018-03-01 06:00:00,9.0,190.0,10.0,253.0,12.0,203.0,10.0,132.0,11.0,207.0,22.0,78.0
2018-03-01 12:00:00,5.0,227.0,6.0,258.0,7.0,202.0,8.0,123.0,9.0,227.0,13.0,70.0
2018-03-01 18:00:00,8.0,235.0,8.0,238.0,15.0,205.0,8.0,165.0,13.0,210.0,5.0,18.0
2018-03-02 00:00:00,7.0,197.0,12.0,242.0,29.0,228.0,9.0,187.0,11.0,225.0,9.0,52.0
2018-03-02 06:00:00,12.0,193.0,10.0,228.0,19.0,248.0,15.0,177.0,13.0,200.0,10.0,88.0
2018-03-02 12:00:00,11.0,202.0,8.0,217.0,11.0,257.0,10.0,157.0,12.0,193.0,11.0,100.0
2018-03-02 18:00:00,9.0,230.0,13.0,210.0,13.0,225.0,6.0,155.0,12.0,212.0,5.0,67.0
2018-03-03 00:00:00,5.0,258.0,13.0,230.0,17.0,213.0,7.0,185.0,10.0,240.0,8.0,43.0
2018-03-03 06:00:00,7.0,182.0,9.0,230.0,13.0,223.0,13.0,178.0,11.0,202.0,13.0,72.0
2018-03-03 12:00:00,12.0,192.0,12.0,227.0,17.0,218.0,17.0,170.0,16.0,192.0,11.0,90.0
2018-03-03 18:00:00,11.0,232.0,19.0,220.0,26.0,223.0,13.0,172.0,16.0,220.0,4.0,245.0
2018-03-04 00:00:00,13.0,220.0,18.0,257.0,28.0,228.0,19.0,192.0,18.0,235.0,7.0,22.0
2018-03-04 06:00:00,14.0,227.0,14.0,280.0,24.0,238.0,25.0,205.0,18.0,235.0,8.0,37.0
2018-03-04 12:00:00,5.0,258.0,8.0,262.0,16.0,240.0,11.0,212.0,9.0,238.0,4.0,20.0
2018-03-04 18:00:00,3.0,323.0,9.0,233.0,18.0,247.0,3.0,112.0,6.0,220.0,7.0,342.0
2018-03-05 00:00:00,2.0,55.0,11.0,272.0,9.0,238.0,4.0,78.0,6.0,285.0,13.0,37.0
2018-03-05 06:00:00,10.0,72.0,7.0,350.0,4.0,12.0,11.0,70.0,8.0,23.0,13.0,90.0
2018-03-05 12:00:00,13.0,88.0,7.0,50.0,6.0,67.0,14.0,77.0,7.0,77.0,15.0,85.0
2018-03-05 18:00:00,9.0,88.0,8.0,148.0,5.0,123.0,17.0,70.0,5.0,143.0,14.0,85.0
2018-03-06 00:00:00,8.0,97.0,22.0,203.0,8.0,118.0,23.0,85.0,6.0,0.0,19.0,92.0
2018-03-06 06:00:00,6.0,77.0,13.0,230.0,10.0,87.0,18.0,93.0,2.0,187.0,22.0,88.0
2018-03-06 12:00:00,9.0,77.0,9.0,218.0,12.0,97.0,15.0,88.0,4.0,102.0,20.0,80.0
2018-03-06 18:00:00,12.0,78.0,14.0,205.0,11.0,123.0,18.0,90.0,7.0,120.0,15.0,88.0
2018-03-07 00:00:00,18.0,110.0,10.0,240.0,8.0,132.0,27.0,98.0,10.0,107.0,21.0,85.0
2018-03-07 06:00:00,12.0,123.0,8.0,222.0,7.0,158.0,21.0,117.0,9.0,113.0,27.0,110.0
2018-03-07 12:00:00,7.0,120.0,6.0,223.0,5.0,132.0,11.0,127.0,6.0,145.0,19.0,117.0
2018-03-07 18:00:00,7.0,65.0,4.0,170.0,8.0,140.0,12.0,87.0,4.0,117.0,21.0,95.0
2018-03-08 00:00:00,9.0,85.0,6.0,265.0,11.0,112.0,20.0,85.0,12.0,75.0,34.0,90.0
2018-03-08 06:00:00,13.0,100.0,7.0,345.0,17.0,113.0,22.0,105.0,14.0,107.0,39.0,93.0
2018-03-08 12:00:00,14.0,110.0,4.0,103.0,15.0,118.0,19.0,102.0,10.0,127.0,30.0,95.0
2018-03-08 18:00:00,15.0,82.0,11.0,183.0,35.0,93.0,25.0,83.0,13.0,107.0,29.0,97.0
2018-03-09 00:00:00,23.0,90.0,17.0,190.0,27.0,78.0,35.0,80.0,19.0,90.0,39.0,83.0
2018-03-09 06:00:00,19.0,100.0,13.0,175.0,31.0,78.0,24.0,88.0,17.0,128.0,51.0,92.0
2018-03-09 12:00:00,20.0,98.0,15.0,165.0,30.0,68.0,20.0,112.0,26.0,113.0,38.0,97.0
2018-03-09 18:00:00,20.0,128.0,18.0,158.0,25.0,57.0,21.0,102.0,22.0,103.0,37.0,93.0
2018-03-10 00:00:00,16.0,108.0,24.0,165.0,26.0,50.0,20.0,105.0,16.0,110.0,47.0,87.0
2018-03-10 06:00:00,19.0,97.0,13.0,178.0,23.0,58.0,26.0,105.0,9.0,103.0,53.0,85.0
2018-03-10 12:00:00,21.0,83.0,6.0,167.0,20.0,53.0,19.0,105.0,13.0,78.0,33.0,82.0
2018-03-10 18:00:00,18.0,90.0,11.0,180.0,14.0,68.0,24.0,95.0,15.0,102.0,31.0,88.0
2018-03-11 00:00:00,15.0,102.0,24.0,187.0,10.0,45.0,26.0,95.0,9.0,125.0,43.0,92.0
2018-03-11 06:00:00,18.0,122.0,23.0,203.0,12.0,48.0,23.0,108.0,5.0,100.0,38.0,90.0
2018-03-11 12:00:00,10.0,82.0,14.0,213.0,11.0,57.0,10.0,77.0,5.0,90.0,29.0,93.0
2018-03-11 18:00:00,12.0,68.0,16.0,200.0,8.0,57.0,17.0,50.0,7.0,92.0,27.0,87.0
2018-03-12 00:00:00,12.0,87.0,22.0,205.0,8.0,3.0,19.0,68.0,9.0,103.0,26.0,83.0
2018-03-12 06:00:00,14.0,100.0,17.0,210.0,3.0,272.0,24.0,97.0,7.0,130.0,33.0,85.0
2018-03-12 12:00:00,10.0,107.0,12.0,198.0,5.0,38.0,15.0,95.0,7.0,128.0,24.0,88.0
2018-03-12 18:00:00,7.0,105.0,16.0,202.0,4.0,110.0,16.0,65.0,9.0,165.0,14.0,97.0
2018-03-13 00:00:00,9.0,90.0,20.0,220.0,7.0,142.0,18.0,63.0,7.0,145.0,8.0,103.0
2018-03-13 06:00:00,6.0,127.0,17.0,253.0,13.0,218.0,20.0,90.0,6.0,165.0,13.0,83.0
2018-03-13 12:00:00,6.0,197.0,10.0,330.0,14.0,212.0,14.0,108.0,11.0,213.0,13.0,80.0
2018-03-13 18:00:00,5.0,210.0,4.0,172.0,13.0,215.0,9.0,117.0,14.0,212.0,6.0,72.0
2018-03-14 00:00:00,10.0,172.0,7.0,292.0,13.0,222.0,8.0,137.0,10.0,208.0,4.0,97.0
2018-03-14 06:00:00,16.0,205.0,17.0,277.0,15.0,220.0,13.0,168.0,19.0,217.0,8.0,105.0
2018-03-14 12:00:00,16.0,227.0,18.0,268.0,16.0,230.0,12.0,178.0,21.0,222.0,5.0,107.0
2018-03-14 18:00:00,14.0,257.0,18.0,262.0,23.0,233.0,13.0,215.0,18.0,238.0,4.0,250.0
2018-03-15 00:00:00,17.0,245.0,17.0,280.0,24.0,258.0,12.0,233.0,25.0,240.0,3.0,180.0
2018-03-15 06:00:00,14.0,260.0,13.0,308.0,15.0,275.0,13.0,237.0,18.0,243.0,3.0,152.0
2018-03-15 12:00:00,14.0,252.0,4.0,22.0,6.0,238.0,17.0,258.0,17.0,215.0,1.0,358.0
2018-03-15 18:00:00,16.0,267.0,11.0,192.0,15.0,218.0,17.0,268.0,18.0,212.0,10.0,320.0
2018-03-16 00:00:00,11.0,238.0,12.0,232.0,15.0,228.0,13.0,245.0,15.0,248.0,8.0,358.0
2018-03-16 06:00:00,11.0,190.0,6.0,258.0,12.0,172.0,9.0,192.0,11.0,202.0,7.0,35.0
2018-03-16 12:00:00,12.0,190.0,4.0,213.0,14.0,187.0,8.0,165.0,13.0,192.0,6.0,38.0
2018-03-16 18:00:00,14.0,187.0,9.0,183.0,12.0,178.0,12.0,150.0,16.0,190.0,6.0,37.0
2018-03-17 00:00:00,12.0,177.0,23.0,193.0,21.0,168.0,12.0,152.0,19.0,183.0,14.0,73.0
2018-03-17 06:00:00,17.0,147.0,18.0,195.0,27.0,185.0,14.0,122.0,20.0,162.0,26.0,80.0
2018-03-17 12:00:00,18.0,157.0,13.0,195.0,15.0,198.0,13.0,125.0,18.0,165.0,21.0,98.0
2018-03-17 18:00:00,16.0,163.0,16.0,220.0,14.0,190.0,16.0,125.0,16.0,177.0,14.0,110.0
2018-03-18 00:00:00,13.0,188.0,10.0,208.0,15.0,193.0,12.0,103.0,12.0,183.0,19.0,102.0
2018-03-18 06:00:00,10.0,182.0,10.0,253.0,15.0,150.0,12.0,105.0,14.0,192.0,19.0,98.0
2018-03-18 12:00:00,11.0,163.0,10.0,235.0,16.0,198.0,12.0,130.0,14.0,190.0,19.0,102.0
2018-03-18 18:00:00,13.0,165.0,19.0,225.0,20.0,210.0,13.0,145.0,14.0,200.0,18.0,93.0
2018-03-19 00:00:00,8.0,157.0,18.0,265.0,16.0,233.0,6.0,137.0,10.0,243.0,25.0,95.0
2018-03-19 06:00:00,10.0,200.0,15.0,307.0,15.0,242.0,4.0,172.0,14.0,220.0,26.0,102.0
2018-03-19 12:00:00,8.0,255.0,5.0,270.0,17.0,235.0,5.0,235.0,15.0,223.0,20.0,100.0
2018-03-19 18:00:00,9.0,278.0,17.0,267.0,20.0,233.0,10.0,245.0,15.0,233.0,9.0,112.0
2018-03-20 00:00:00,8.0,270.0,17.0,282.0,23.0,225.0,11.0,295.0,18.0,245.0,8.0,87.0
2018-03-20 06:00:00,9.0,247.0,10.0,310.0,16.0,232.0,5.0,223.0,17.0,243.0,16.0,85.0
2018-03-20 12:00:00,5.0,213.0,8.0,255.0,7.0,243.0,5.0,150.0,13.0,233.0,13.0,82.0
2018-03-20 18:00:00,4.0,202.0,14.0,202.0,13.0,143.0,7.0,157.0,9.0,207.0,8.0,72.0
2018-03-21 00:00:00,3.0,157.0,18.0,238.0,18.0,143.0,3.0,202.0,3.0,268.0,12.0,62.0
2018-03-21 06:00:00,7.0,200.0,14.0,253.0,21.0,138.0,8.0,177.0,10.0,193.0,15.0,45.0
2018-03-21 12:00:00,2.0,182.0,9.0,237.0,16.0,105.0,5.0,128.0,4.0,128.0,6.0,40.0
2018-03-21 18:00:00,3.0,57.0,17.0,202.0,16.0,108.0,5.0,60.0,6.0,138.0,12.0,8.0
2018-03-22 00:00:00,11.0,108.0,30.0,218.0,14.0,63.0,9.0,70.0,10.0,132.0,19.0,52.0
2018-03-22 06:00:00,10.0,132.0,17.0,205.0,18.0,68.0,13.0,90.0,8.0,130.0,28.0,75.0
2018-03-22 12:00:00,5.0,78.0,13.0,187.0,18.0,85.0,12.0,50.0,5.0,90.0,25.0,72.0
2018-03-22 18:00:00,11.0,88.0,17.0,168.0,15.0,95.0,18.0,58.0,10.0,105.0,15.0,75.0
2018-03-23 00:00:00,19.0,88.0,29.0,183.0,11.0,37.0,27.0,78.0,11.0,95.0,16.0,57.0
2018-03-23 06:00:00,18.0,105.0,26.0,188.0,17.0,47.0,25.0,87.0,12.0,108.0,22.0,78.0
2018-03-23 12:00:00,15.0,87.0,15.0,187.0,15.0,67.0,16.0,77.0,11.0,102.0,25.0,83.0
2018-03-23 18:00:00,15.0,80.0,13.0,177.0,11.0,77.0,20.0,65.0,9.0,90.0,28.0,97.0
2018-03-24 00:00:00,23.0,90.0,16.0,200.0,10.0,50.0,25.0,72.0,10.0,95.0,27.0,97.0
2018-03-24 06:00:00,25.0,100.0,24.0,188.0,9.0,70.0,30.0,87.0,15.0,95.0,29.0,95.0
2018-03-24 12:00:00,18.0,90.0,17.0,203.0,6.0,45.0,17.0,80.0,11.0,103.0,32.0,98.0
2018-03-24 18:00:00,17.0,82.0,13.0,193.0,7.0,50.0,23.0,63.0,14.0,93.0,31.0,103.0
2018-03-25 00:00:00,20.0,98.0,21.0,212.0,8.0,93.0,25.0,77.0,15.0,115.0,30.0,97.0
2018-03-25 06:00:00,18.0,108.0,13.0,257.0,4.0,355.0,24.0,90.0,10.0,97.0,36.0,98.0
2018-03-25 12:00:00,14.0,112.0,5.0,258.0,4.0,100.0,20.0,92.0,8.0,133.0,26.0,103.0
2018-03-25 18:00:00,4.0,73.0,12.0,208.0,6.0,88.0,24.0,75.0,3.0,213.0,15.0,117.0
2018-03-26 00:00:00,7.0,85.0,19.0,225.0,8.0,113.0,22.0,85.0,7.0,93.0,17.0,90.0
2018-03-26 06:00:00,8.0,93.0,12.0,258.0,11.0,182.0,19.0,88.0,7.0,97.0,24.0,83.0
2018-03-26 12:00:00,8.0,85.0,7.0,227.0,9.0,130.0,16.0,78.0,7.0,107.0,23.0,82.0
2018-03-26 18:00:00,8.0,47.0,11.0,193.0,10.0,63.0,16.0,55.0,11.0,95.0,10.0,92.0
2018-03-27 00:00:00,14.0,72.0,20.0,207.0,13.0,40.0,16.0,68.0,13.0,113.0,6.0,103.0
2018-03-27 06:00:00,20.0,88.0,17.0,202.0,18.0,48.0,18.0,70.0,16.0,110.0,9.0,95.0
2018-03-27 12:00:00,7.0,193.0,17.0,198.0,17.0,70.0,6.0,75.0,10.0,125.0,9.0,88.0
2018-03-27 18:00:00,3.0,303.0,21.0,210.0,12.0,78.0,7.0,10.0,8.0,112.0,3.0,345.0
2018-03-28 00:00:00,5.0,22.0,20.0,222.0,8.0,105.0,7.0,47.0,12.0,90.0,10.0,48.0
2018-03-28 06:00:00,3.0,95.0,18.0,242.0,8.0,185.0,9.0,65.0,8.0,122.0,11.0,65.0
2018-03-28 12:00:00,5.0,193.0,10.0,240.0,8.0,203.0,9.0,102.0,8.0,197.0,6.0,98.0
2018-03-28 18:00:00,7.0,265.0,16.0,227.0,12.0,212.0,8.0,167.0,11.0,217.0,1.0,303.0
2018-03-29 00:00:00,7.0,233.0,19.0,232.0,15.0,207.0,9.0,218.0,10.0,255.0,3.0,195.0
2018-03-29 06:00:00,9.0,235.0,12.0,280.0,16.0,197.0,9.0,212.0,13.0,238.0,6.0,203.0
2018-03-29 12:00:00,8.0,248.0,6.0,310.0,12.0,210.0,9.0,228.0,14.0,232.0,5.0,213.0
2018-03-29 18:00:00,7.0,278.0,7.0,200.0,17.0,185.0,6.0,218.0,10.0,213.0,7.0,252.0
2018-03-30 00:00:00,14.0,247.0,16.0,223.0,22.0,205.0,10.0,227.0,18.0,238.0,3.0,308.0
2018-03-30 06:00:00,10.0,217.0,12.0,297.0,19.0,265.0,8.0,148.0,14.0,230.0,4.0,173.0
2018-03-30 12:00:00,6.0,185.0,2.0,73.0,7.0,247.0,6.0,153.0,12.0,203.0,4.0,175.0
2018-03-30 18:00:00,3.0,55.0,9.0,173.0,10.0,152.0,7.0,88.0,4.0,267.0,3.0,337.0
2018-03-31 00:00:00,9.0,73.0,20.0,182.0,10.0,62.0,12.0,93.0,9.0,38.0,5.0,88.0
2018-03-31 06:00:00,15.0,130.0,10.0,223.0,9.0,58.0,17.0,112.0,12.0,120.0,7.0,103.0
2018-03-31 12:00:00,10.0,120.0,4.0,210.0,13.0,80.0,14.0,120.0,8.0,127.0,7.0,103.0
2018-03-31 18:00:00,8.0,70.0,10.0,330.0,14.0,65.0,12.0,75.0,7.0,93.0,5.0,70.0
2018-04-01 00:00:00,12.0,62.0,3.0,157.0,11.0,58.0,18.0,63.0,16.0,63.0,7.0,55.0
2018-04-01 06:00:00,15.0,68.0,2.0,5.0,10.0,52.0,20.0,68.0,17.0,77.0,8.0,88.0
2018-04-01 12:00:00,12.0,85.0,5.0,113.0,13.0,68.0,18.0,83.0,15.0,85.0,4.0,130.0
2018-04-01 18:00:00,12.0,57.0,8.0,145.0,12.0,55.0,23.0,58.0,13.0,65.0,7.0,118.0
2018-04-02 00:00:00,21.0,45.0,9.0,168.0,10.0,60.0,24.0,67.0,22.0,60.0,7.0,65.0
2018-04-02 06:00:00,22.0,82.0,9.0,213.0,14.0,27.0,24.0,78.0,20.0,77.0,7.0,92.0
2018-04-02 12:00:00,14.0,88.0,3.0,227.0,11.0,55.0,18.0,95.0,12.0,73.0,5.0,125.0
2018-04-02 18:00:00,5.0,42.0,4.0,168.0,9.0,75.0,13.0,85.0,6.0,53.0,4.0,82.0
2018-04-03 00:00:00,14.0,60.0,10.0,192.0,5.0,52.0,16.0,65.0,21.0,60.0,4.0,32.0
2018-04-03 06:00:00,16.0,82.0,3.0,117.0,6.0,17.0,14.0,87.0,19.0,83.0,11.0,77.0
2018-04-03 12:00:00,10.0,85.0,2.0,165.0,5.0,78.0,13.0,113.0,10.0,85.0,14.0,95.0
2018-04-03 18:00:00,8.0,98.0,12.0,183.0,9.0,122.0,14.0,108.0,3.0,87.0,11.0,93.0
2018-04-04 00:00:00,6.0,118.0,17.0,205.0,9.0,180.0,12.0,100.0,8.0,342.0,8.0,90.0
2018-04-04 06:00:00,9.0,113.0,8.0,277.0,17.0,142.0,13.0,107.0,5.0,25.0,11.0,105.0
2018-04-04 12:00:00,13.0,123.0,6.0,248.0,12.0,147.0,16.0,127.0,8.0,138.0,11.0,120.0
2018-04-04 18:00:00,12.0,128.0,12.0,212.0,12.0,153.0,18.0,137.0,8.0,178.0,6.0,147.0
2018-04-05 00:00:00,12.0,165.0,14.0,225.0,13.0,157.0,14.0,135.0,10.0,125.0,2.0,192.0
2018-04-05 06:00:00,11.0,173.0,12.0,237.0,9.0,180.0,10.0,123.0,7.0,178.0,5.0,103.0
2018-04-05 12:00:00,8.0,138.0,6.0,217.0,7.0,218.0,12.0,117.0,8.0,190.0,8.0,100.0
2018-04-05 18:00:00,3.0,90.0,11.0,220.0,10.0,200.0,14.0,110.0,8.0,208.0,5.0,145.0
2018-04-06 00:00:00,4.0,148.0,19.0,223.0,15.0,202.0,10.0,105.0,7.0,233.0,5.0,72.0
2018-04-06 06:00:00,7.0,173.0,10.0,268.0,7.0,275.0,9.0,117.0,6.0,232.0,8.0,82.0
2018-04-06 12:00:00,4.0,98.0,3.0,270.0,7.0,340.0,7.0,95.0,3.0,263.0,10.0,100.0
2018-04-06 18:00:00,3.0,75.0,9.0,193.0,10.0,82.0,10.0,73.0,1.0,105.0,6.0,113.0
2018-04-07 00:00:00,9.0,78.0,14.0,167.0,43.0,92.0,16.0,70.0,9.0,65.0,7.0,83.0
2018-04-07 06:00:00,24.0,88.0,14.0,173.0,55.0,80.0,21.0,65.0,30.0,98.0,13.0,83.0
2018-04-07 12:00:00,35.0,93.0,17.0,87.0,45.0,78.0,31.0,90.0,23.0,102.0,19.0,87.0
2018-04-07 18:00:00,42.0,97.0,24.0,105.0,45.0,78.0,32.0,103.0,43.0,113.0,24.0,82.0
2018-04-08 00:00:00,41.0,105.0,25.0,123.0,43.0,63.0,29.0,105.0,38.0,102.0,38.0,98.0
2018-04-08 06:00:00,35.0,95.0,15.0,115.0,28.0,63.0,30.0,110.0,31.0,95.0,48.0,97.0
2018-04-08 12:00:00,22.0,90.0,7.0,123.0,18.0,55.0,27.0,93.0,24.0,98.0,40.0,102.0
2018-04-08 18:00:00,17.0,83.0,5.0,112.0,13.0,45.0,24.0,68.0,14.0,73.0,31.0,90.0
2018-04-09 00:00:00,14.0,95.0,4.0,167.0,13.0,43.0,28.0,93.0,13.0,65.0,52.0,90.0
2018-04-09 06:00:00,14.0,95.0,3.0,8.0,15.0,12.0,26.0,80.0,14.0,85.0,52.0,88.0
2018-04-09 12:00:00,17.0,83.0,5.0,342.0,11.0,28.0,19.0,93.0,14.0,87.0,37.0,95.0
